Tenure Months,Monthly Charges,Total Charges,CLTV,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Actual,Churn_Probability
42,20.65,958.1,5956,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,0.007492910686924793
47,20.45,943.0,4342,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.011190671821856941
11,35.65,425.1,4986,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0.4674588430152668
55,90.45,5044.8,5140,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0,0.45423267113310506
69,97.65,6743.55,5709,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,0,0.1757018719238009
3,73.85,196.4,2868,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0.8130528010751316
30,69.1,2093.9,3415,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,0,0.12589040925389403
5,82.75,417.75,5269,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,0,0.8406027869897003
71,24.4,1725.4,4412,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,0.009637145092638631
29,55.25,1620.2,5481,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0,0.21408226132462416
52,61.35,3169.55,4729,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.13033546145496305
68,76.75,5233.25,5395,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,0,0.20665841284361833
46,19.4,967.85,2320,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.010683498221238524
8,54.75,438.05,5317,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,0,0.501667412855029
72,19.7,1421.9,6436,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.03283673336812142
17,19.9,323.15,2093,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.14028115007378486
3,107.95,318.6,5653,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0,0.6490631451761553
2,83.8,163.7,2885,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0,0.8161419432977784
51,56.4,2928.5,4380,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,0,0.2826130544735739
6,20.1,100.35,5874,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.02491032900495881
3,94.9,273.2,2330,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,0.8901617179964919
17,94.2,1608.15,4425,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0,0.794605598617196
30,49.9,1441.95,3712,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.3144668212851672
31,71.05,2168.15,4443,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0,0.2541214880967386
45,81.65,3618.7,5937,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0.03700599543522219
64,89.45,5692.65,5519,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0.19647111035742001
61,99.0,5969.3,5177,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,0,0.10852708525458826
1,19.05,19.05,5279,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.23778013179837354
72,114.45,8100.55,4700,True,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0.019571845572385907
7,44.25,313.45,5014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.5890919672194527
66,90.55,6130.95,4958,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,0,0.1971616246600963
40,20.4,745.3,5918,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0,0.02569982463567365
16,71.4,1212.1,3360,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0.35909660220683165
67,24.85,1583.5,4833,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.0038047789510879475
41,104.45,4162.05,2719,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,0,0.4771995060392675
56,19.8,1119.9,4681,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,0.007678923339571319
72,116.45,8013.55,5567,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0,0.06325036098037531
54,20.05,1102.4,4212,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.021794636315798324
52,110.75,5832.0,4993,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0,0.5478279568673633
50,89.7,4304.5,5306,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,0,0.13620443047141617
27,48.7,1421.75,3560,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,0.17409067928789143
72,96.6,6827.5,5153,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,0,0.06769050232028916
62,74.3,4698.05,5974,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,0,0.1680673887657332
12,54.3,654.5,3854,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0.3794277575350015
44,74.85,3268.05,3253,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,0,0.25253593979732925
54,79.95,4362.05,4387,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,0,0.013095720885143151
68,20.05,1386.9,5740,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.007365542892428591
20,19.4,415.4,4958,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.08137820269584183
50,54.9,2614.1,4322,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0.1326487193061405
58,24.45,1513.6,6490,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,0.25387378087441365
35,89.65,3161.6,2622,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0,0.12222832192097205
2,45.4,80.95,4964,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.7806119592581233
63,75.7,4676.7,5113,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,0,0.026858698705903752
58,110.65,6526.65,4761,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,0,0.38253365859168736
27,20.55,583.3,2269,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,0.052650417538267706
71,115.15,8078.1,4144,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0,0.07230834792027149
63,58.55,3503.5,6312,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,0,0.1136911554043682
71,93.25,6669.45,6035,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0.34234564022517333
68,19.35,1292.65,6303,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0,0.014863072053948729
1,48.75,48.75,5068,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.6224676545905026
65,109.05,7108.2,5692,True,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0,0.21713895271732533
72,25.0,1802.55,4055,True,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0,0.018031048025502854
28,54.9,1505.15,2885,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0,0.250027906425527
72,24.75,1859.1,4185,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.00021494184079731395
2,91.15,168.5,2686,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0,0.7695022274709022
60,104.35,6339.45,4040,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0,0.5489867545869225
26,66.05,1652.4,3225,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,0,0.3342089029850311
68,92.2,6392.85,4451,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0,0.04157221098690554
42,105.2,4599.15,5573,False,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,0,0.46893755486777605
57,19.6,1134.25,6064,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0,0.021936767425698913
54,30.4,1621.35,4778,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.3908851542459522
44,61.5,2722.2,2059,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,0,0.21140669621778244
42,69.4,3058.3,4701,True,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0,0.08582703742099562
72,24.75,1769.6,6232,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.00024249657448909784
71,91.05,6293.75,4644,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0.018776789504522717
23,73.65,1642.75,2590,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,0,0.2454043700494902
30,19.4,578.5,3986,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.019223725047176458
35,26.2,954.9,4419,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.1395352673228377
1,43.85,43.85,5913,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.5588887969476893
22,69.7,1490.4,4838,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.46571685763076787
7,38.55,280.0,3345,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0.10287416559376988
36,53.1,1901.25,2751,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,0,0.08257085009005954
34,20.65,716.4,5099,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.033007570791735365
72,64.45,4720.0,6330,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0,0.08476265075036374
36,25.1,930.95,3040,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.0033530642928773745
71,95.15,6770.85,5647,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,False,0,0.05992732399055956
23,79.35,1835.3,3558,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,0.5440135315481733
17,96.65,1588.25,5228,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,0,0.44760550673846844
1,75.5,75.5,2954,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0,0.5525123698785729
12,19.7,258.35,5104,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.015442646925975244
72,20.5,1502.25,6302,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.002506491948641736
1,19.2,19.2,4629,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.23751124256758224
72,98.35,6929.4,6120,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,0,0.21246249558039115
60,74.35,4453.3,5100,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.10130259695983701
61,51.35,3244.4,4159,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,0,0.04327140555137257
6,45.65,323.45,4227,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.583624061623305
72,20.3,1401.15,5265,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.0005928104951052277
32,54.2,1739.6,4454,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.3052292634910439
65,90.65,5931.0,6358,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.43049711844883304
45,50.9,2333.85,3937,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,0,0.08903069312038694
42,25.05,949.85,3756,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0,0.10607638988290286
8,74.85,572.45,5514,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.8053676762696039
32,20.5,696.8,3114,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.0020496945445598012
22,63.55,1381.8,2136,False,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0,0.18695613196710945
1,47.95,47.95,5092,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.646507127105447
1,45.0,45.0,5669,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.7331415306459177
54,90.05,4931.8,5232,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.6476626867723545
4,25.3,116.95,3808,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,0.17430187413008352
56,24.3,1261.7,5052,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0,0.10251461046993855
45,75.95,3273.8,2185,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0,0.2901266171590074
71,19.7,1415.85,5921,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.0004051871907585053
59,66.4,3958.2,6432,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,0,0.17055122590152927
69,35.75,2492.25,4043,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,0,0.21631068341153092
19,18.8,279.2,2916,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.03834962817250156
55,19.4,1083.0,5366,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.0014344461583534144
38,19.3,755.5,4705,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.011712424278128616
47,67.45,3252.0,4074,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0,0.29877065157264004
46,20.1,936.85,3392,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0,0.0015731715094381763
65,58.9,3857.1,5657,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,0,0.10567556816439641
71,19.45,1378.45,5497,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.0028799497892485954
52,50.5,2566.3,5185,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,0,0.27866734139402566
6,25.1,171.0,5161,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.06445468242258086
26,60.7,1597.4,2502,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,0,0.19511490572796206
48,99.0,4744.35,3061,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0,0.5349210555389954
64,104.4,6721.6,5133,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,0,0.06241513498699191
1,44.05,44.05,5925,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.5571141499403172
72,24.1,1734.65,4264,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.0046765911025906165
1,45.55,45.55,3173,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.762127612896133
51,93.8,4539.35,5457,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.1314088822497957
41,19.7,804.25,2902,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.0006998503438303222
72,70.65,5011.15,5176,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False,0,0.03264247928556182
43,86.45,3574.5,3110,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,0,0.03926244302533747
72,114.1,8086.4,4965,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0,0.053503147941140014
47,95.2,4563.0,4977,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,0,0.44419398441943403
72,88.55,6362.35,6468,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0.028665797085710584
3,20.75,67.1,2406,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,0,0.19380880988771046
26,44.65,1156.55,4512,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,0.3436384272900492
29,60.2,1834.15,5517,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0,0.08925723517177336
27,55.45,1477.65,3616,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.13753683593466035
24,70.3,1706.45,3359,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,0,0.07598821283316318
67,60.4,3953.7,5356,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,0,0.027583720751227104
23,55.8,1327.85,2499,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0.17820327792854865
14,31.1,419.7,3448,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.4383984298474827
4,50.95,207.35,2104,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,0,0.44251880934708937
16,69.1,1083.7,5172,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.1996013930010939
46,43.95,2007.85,4818,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0,0.48434365370226956
68,86.5,5882.75,4280,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,0,0.03997712338177016
38,69.95,2657.55,5858,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0,0.1906119736966746
17,90.95,1612.2,5687,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0,0.5723986212191909
4,19.9,76.65,2347,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.0790604442372537
12,20.15,260.7,4628,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0,0.09967500390126355
72,90.6,6441.85,4528,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0,0.02859071571623462
3,92.0,266.8,4345,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0,0.8963454573401064
41,24.85,962.25,3089,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,0.023671568896075315
40,36.0,1382.9,5323,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0,0.1750377013310811
7,78.5,571.05,3601,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0,0.38975643209754635
69,19.95,1399.35,4328,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.004977398086206547
7,20.65,150.0,2874,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.08409667065577951
5,30.5,167.2,5973,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.3170288397658699
72,106.1,7657.4,5146,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,0,0.01854260555894829
44,20.5,865.05,3093,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.019547786966605873
65,95.5,6153.85,6153,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,0,0.37330627975831066
3,64.6,174.2,5277,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0.5931337247032854
24,51.1,1269.6,2515,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0,0.2730856759232966
72,89.1,6352.4,4627,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0.05117707834069132
24,54.95,1348.5,3407,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0.24349814576986809
22,20.45,471.55,3727,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0,0.06440821343342866
70,85.95,5931.75,6354,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0,0.03165676260311422
25,60.35,1404.65,3192,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0.19945296586906713
37,19.8,726.1,2745,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.004416937771725012
22,85.35,1961.6,2656,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.19920476197187462
59,72.1,4194.85,6225,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,0,0.05524956857523455
1,81.05,81.05,4396,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.4688659015327422
