Tenure Months,Monthly Charges,Total Charges,CLTV,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Actual,Churn_Probability,Risk_Level,Recommended_Action
29,45.0,1242.45,3290,True,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,0,0.1162991283606026,Low Risk,Maintain relationship
52,85.15,4461.85,4322,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,0,0.036992355375740305,Low Risk,Maintain relationship
2,69.8,146.65,3527,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.8261295920251878,High Risk,Immediate retention offer
18,77.8,1358.6,4228,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0.6441096147305986,High Risk,Immediate retention offer
16,79.5,1264.2,5040,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,0,0.2041823661853864,Low Risk,Maintain relationship
55,116.5,6382.55,4222,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0,0.46041849306495947,Medium Risk,Engagement campaign
69,60.05,4176.7,5388,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,0,0.01588005437480154,Low Risk,Maintain relationship
14,74.95,1036.75,2075,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.8103192059424127,High Risk,Immediate retention offer
46,69.1,3168.0,2333,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,0,0.27766890591131704,Low Risk,Maintain relationship
68,24.95,1614.9,6146,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,0.010362304025444137,Low Risk,Maintain relationship
15,58.95,955.15,4497,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0,0.4607786590269449,Medium Risk,Engagement campaign
55,19.1,1001.5,4391,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.017559064646582828,Low Risk,Maintain relationship
71,113.65,8166.8,6208,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0.03184545273911328,Low Risk,Maintain relationship
16,71.4,1212.1,3360,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0.35909660220683165,Low Risk,Maintain relationship
69,19.75,1375.4,5325,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.010817849413701144,Low Risk,Maintain relationship
37,62.8,2278.75,5229,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,0,0.07451267938313755,Low Risk,Maintain relationship
1,20.3,20.3,4270,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.5006931542486724,Medium Risk,Engagement campaign
59,66.4,3958.2,6432,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,0,0.17055122590152927,Low Risk,Maintain relationship
20,96.55,1901.65,4382,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0,0.6571603600177606,High Risk,Immediate retention offer
71,116.25,8564.75,6124,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0,0.09200292306712055,Low Risk,Maintain relationship
26,90.1,2312.55,2068,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,False,0,0.30153279725653187,Low Risk,Maintain relationship
36,90.85,3186.7,5692,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,0.6670652490916106,High Risk,Immediate retention offer
7,19.85,144.15,3973,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.032268353887111335,Low Risk,Maintain relationship
19,20.6,414.95,2276,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.05456957725717211,Low Risk,Maintain relationship
50,95.05,4888.7,5863,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,1,0.6755171110095775,High Risk,Immediate retention offer
1,73.5,73.5,4378,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,0.8447756224018957,High Risk,Immediate retention offer
63,99.9,6137.0,4776,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,1,0.3488565150663457,Low Risk,Maintain relationship
43,84.25,3539.25,4382,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,0,0.23529092875973523,Low Risk,Maintain relationship
28,18.25,534.7,5327,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.021352671129451245,Low Risk,Maintain relationship
72,20.05,1423.65,4747,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.0015674854642513908,Low Risk,Maintain relationship
59,88.75,5348.65,6492,False,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0,0.11196464626695102,Low Risk,Maintain relationship
3,25.25,58.9,2088,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.7113303225672949,High Risk,Immediate retention offer
1,20.75,20.75,2791,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0,0.15361599873877915,Low Risk,Maintain relationship
16,89.05,1448.6,5953,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,1,0.6024022237791019,High Risk,Immediate retention offer
45,70.05,3062.45,4223,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,0,0.3210672252991029,Low Risk,Maintain relationship
40,105.75,4228.55,4078,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,0,0.43429509891481616,Medium Risk,Engagement campaign
49,99.25,4920.8,4995,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,0,0.40381438303197986,Medium Risk,Engagement campaign
1,77.15,77.15,2756,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.9269488341198613,High Risk,Immediate retention offer
18,55.95,1082.8,2035,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0.2749202628177816,Low Risk,Maintain relationship
64,94.6,5948.7,5038,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,0,0.14766478615631248,Low Risk,Maintain relationship
71,84.4,5969.3,5619,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0,0.020762090642809473,Low Risk,Maintain relationship
15,69.0,994.8,5671,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.5190872760360447,Medium Risk,Engagement campaign
1,62.05,62.05,2937,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,1,0.5940702811195702,Medium Risk,Engagement campaign
10,24.4,253.9,4458,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0,0.11524054159495468,Low Risk,Maintain relationship
70,72.95,5265.55,6466,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,0,0.06889243597414263,Low Risk,Maintain relationship
67,69.35,4653.25,5589,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,False,0,0.04477314386317043,Low Risk,Maintain relationship
4,19.9,76.65,2347,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.0790604442372537,Low Risk,Maintain relationship
70,64.55,4504.9,4858,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0.015626110680002473,Low Risk,Maintain relationship
1,90.85,90.85,3424,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,1,0.8738899736310409,High Risk,Immediate retention offer
67,111.3,7482.1,4146,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,1,0.42046713747107295,Medium Risk,Engagement campaign
5,75.55,349.65,4028,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,1,0.7872257736036344,High Risk,Immediate retention offer
3,26.4,121.25,4315,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0,0.10270672291182381,Low Risk,Maintain relationship
1,19.45,19.45,5612,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0,0.45172874199441637,Medium Risk,Engagement campaign
20,20.65,417.5,4147,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.023027575924272233,Low Risk,Maintain relationship
65,91.55,5963.95,4921,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0.0027522663031831485,Low Risk,Maintain relationship
48,45.3,2145.0,4926,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1,0.26229454979299516,Low Risk,Maintain relationship
47,24.55,1160.45,3629,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.002220776976986962,Low Risk,Maintain relationship
34,109.8,3587.25,3410,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,1,0.557115324413217,Medium Risk,Engagement campaign
67,65.65,4322.85,5441,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0.03296470939403856,Low Risk,Maintain relationship
52,30.1,1623.4,6290,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.32524199050642844,Low Risk,Maintain relationship
64,115.1,7334.05,5213,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0,0.2331021216173693,Low Risk,Maintain relationship
26,50.35,1277.5,2510,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0,0.39644187712213286,Low Risk,Maintain relationship
5,20.05,95.55,2483,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0,0.21515253607396626,Low Risk,Maintain relationship
60,94.4,5610.25,4990,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,1,0.47600032901633094,Medium Risk,Engagement campaign
3,65.25,209.9,2562,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,0,0.5417859220225956,Medium Risk,Engagement campaign
45,34.2,1596.6,5715,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,0,0.33360874115066635,Low Risk,Maintain relationship
1,70.45,70.45,2706,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0.39733102876303933,Low Risk,Maintain relationship
8,75.75,606.25,4174,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.8362848498313044,High Risk,Immediate retention offer
59,82.95,4903.15,5295,True,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,0,0.18203109823975672,Low Risk,Maintain relationship
18,49.55,878.35,2815,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,0.37182176639919207,Low Risk,Maintain relationship
39,40.6,1494.5,4436,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,0,0.3472997873966231,Low Risk,Maintain relationship
69,20.2,1412.65,5267,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.0005092279001498796,Low Risk,Maintain relationship
55,96.75,5238.9,5154,True,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,0.13015773318062476,Low Risk,Maintain relationship
72,118.75,8672.45,5475,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0,0.03178584404143896,Low Risk,Maintain relationship
18,25.15,476.8,2675,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.36351089505615747,Low Risk,Maintain relationship
72,110.45,7982.5,6030,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0,0.11341751699332248,Low Risk,Maintain relationship
1,49.75,49.75,2908,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.6464240224404257,High Risk,Immediate retention offer
2,19.3,28.3,2279,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,1,0.1609625136684516,Low Risk,Maintain relationship
25,18.7,383.65,2289,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0,0.04499420123596155,Low Risk,Maintain relationship
36,19.25,679.8,4904,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.024949588520883626,Low Risk,Maintain relationship
14,39.7,692.35,3162,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,0,0.16389014531708163,Low Risk,Maintain relationship
18,95.15,1779.95,4643,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,1,0.5859464550302278,Medium Risk,Engagement campaign
53,19.9,1110.05,4157,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.03721963006675703,Low Risk,Maintain relationship
19,39.65,733.35,2933,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,1,0.6734487962649731,High Risk,Immediate retention offer
59,90.3,5194.05,4617,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0.01293708658137023,Low Risk,Maintain relationship
11,78.5,874.2,4333,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.8005894529821225,High Risk,Immediate retention offer
48,95.4,4445.3,4334,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,0,0.5613649496748214,Medium Risk,Engagement campaign
52,48.8,2555.05,4865,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,0,0.3117442005714491,Low Risk,Maintain relationship
27,53.45,1461.45,2191,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.18861657785493396,Low Risk,Maintain relationship
18,84.95,1443.65,3878,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0,0.7450003970706169,High Risk,Immediate retention offer
1,21.0,21.0,3753,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,1,0.396064126246745,Low Risk,Maintain relationship
18,74.15,1345.75,5033,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.7144570133587718,High Risk,Immediate retention offer
25,99.3,2513.5,3847,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0.19425421486812233,Low Risk,Maintain relationship
13,74.65,966.25,4172,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0,0.47877897530444113,Medium Risk,Engagement campaign
5,85.3,424.15,2264,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1,0.8451763495013295,High Risk,Immediate retention offer
2,80.55,184.1,2856,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,0.8567385995060232,High Risk,Immediate retention offer
47,40.3,1794.8,5040,True,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,0,0.07238751089859038,Low Risk,Maintain relationship
72,19.55,1463.45,4424,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.0025326621920110227,Low Risk,Maintain relationship
33,19.45,600.25,3470,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.02095204472531739,Low Risk,Maintain relationship
35,20.1,644.5,3726,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0.010669876139437122,Low Risk,Maintain relationship
48,73.85,3581.4,4740,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,0,0.14333228017187963,Low Risk,Maintain relationship
4,69.35,261.65,4140,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.7576285012542452,High Risk,Immediate retention offer
29,45.9,1332.4,5074,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0,0.5082560881677679,Medium Risk,Engagement campaign
34,100.05,3480.0,2568,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,0.7895999032584455,High Risk,Immediate retention offer
69,39.1,2779.5,5987,True,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,0,0.01071368003107775,Low Risk,Maintain relationship
25,54.2,1423.15,4458,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,0,0.17879119046309705,Low Risk,Maintain relationship
72,86.4,6058.95,6114,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,0,0.03391516311399636,Low Risk,Maintain relationship
33,20.1,670.35,3700,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.00990350072974503,Low Risk,Maintain relationship
68,85.5,5696.6,4380,True,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0,0.04851133177174191,Low Risk,Maintain relationship
44,19.55,819.95,5860,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.02212890749767089,Low Risk,Maintain relationship
50,19.4,1023.95,6233,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.04667489192701859,Low Risk,Maintain relationship
24,24.2,609.05,5865,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.013976738831076951,Low Risk,Maintain relationship
22,57.95,1271.8,5036,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0,0.1566927064084954,Low Risk,Maintain relationship
72,107.7,7919.8,4351,True,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False,0,0.034078171537943625,Low Risk,Maintain relationship
2,74.9,136.05,2044,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.7935850928137091,High Risk,Immediate retention offer
49,74.45,3721.9,4517,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0,0.030425125224749987,Low Risk,Maintain relationship
55,94.75,5276.1,6021,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0,0.41308197538719194,Medium Risk,Engagement campaign
2,94.2,193.8,5299,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,1,0.9138447373794791,High Risk,Immediate retention offer
2,67.75,116.65,2299,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.7820230879929677,High Risk,Immediate retention offer
4,49.35,219.65,5858,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.5119562783008029,Medium Risk,Engagement campaign
3,40.15,130.75,4710,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,1,0.7539656217789897,High Risk,Immediate retention offer
3,31.0,95.05,5122,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,1,0.476372790442044,Medium Risk,Engagement campaign
34,75.55,2425.4,5381,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.7545400024474201,High Risk,Immediate retention offer
49,97.95,4917.9,4301,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,0,0.13336694685463568,Low Risk,Maintain relationship
11,74.35,834.2,5075,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.8372560022263833,High Risk,Immediate retention offer
70,104.45,7349.35,5004,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,0,0.266501895921663,Low Risk,Maintain relationship
8,51.3,411.6,2545,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.22028715003439545,Low Risk,Maintain relationship
12,20.05,265.45,4996,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0,0.15741369565175467,Low Risk,Maintain relationship
35,100.5,3653.35,4745,False,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,1,0.46535049713826515,Medium Risk,Engagement campaign
48,108.1,5067.45,5994,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0,0.3940100675871902,Low Risk,Maintain relationship
12,50.25,593.75,3624,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0.4105489919778793,Medium Risk,Engagement campaign
11,84.8,888.75,4924,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0,0.7311060104241812,High Risk,Immediate retention offer
1,70.0,70.0,2485,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.9000841043907645,High Risk,Immediate retention offer
31,65.25,1994.3,4403,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,1,0.1614698605997596,Low Risk,Maintain relationship
3,100.95,329.95,5351,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,0.9177754065343185,High Risk,Immediate retention offer
40,99.2,4062.2,5098,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,True,False,False,1,0.37029814768703395,Low Risk,Maintain relationship
66,67.45,4508.65,4172,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0.06923279842856342,Low Risk,Maintain relationship
40,105.95,4335.2,3784,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,0,0.43475700266402373,Medium Risk,Engagement campaign
19,39.7,710.05,4034,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.5887476307867299,Medium Risk,Engagement campaign
1,20.7,20.7,3061,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0,0.3974329203980592,Low Risk,Maintain relationship
60,110.6,6586.85,5756,True,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0,0.08119716254332943,Low Risk,Maintain relationship
42,19.35,867.3,3433,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.01184452936892677,Low Risk,Maintain relationship
64,66.15,4392.5,4703,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,0,0.10846287703599254,Low Risk,Maintain relationship
70,89.75,6367.2,5150,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0.03870770780631892,Low Risk,Maintain relationship
42,85.9,3729.75,2219,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,0,0.5595389838896704,Medium Risk,Engagement campaign
14,19.35,324.8,2400,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.09387217082726153,Low Risk,Maintain relationship
61,59.8,3641.5,5381,False,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.09599853539607718,Low Risk,Maintain relationship
